PC1,PC2,Chromosome_Id
2.8328564214365892,-2.9833172887299155,0
1.383804623591361,-0.6187339073876438,0
0.8414660350750734,-0.5169309927922769,0
-1.79668619083824,4.5301670062703225,0
0.21272268115366588,0.9409102249866635,0
1.7721778763720604,-1.227870397348975,0
0.06100563214075499,1.4394456035041914,0
-0.3719044893244642,2.2216231781423326,0
0.10867189529416087,0.5702575566103241,0
1.9752890360868927,-1.3453917853639006,11
0.2605300722538969,1.4795104240409185,11
3.1913482385521452,-2.9927162397733236,11
0.6442574360324439,1.3399632752763466,11
1.9945239529089427,-1.8593116750502545,11
1.0037704585320995,-0.05205133000989457,11
-0.5470403909495511,1.8732591147561026,11
1.9216890362569727,-1.830979730590726,11
-0.022731180561523335,0.3951733685065181,11
1.2065442549343366,-0.9417054526300548,11
0.6958870952933536,0.3371810368237297,11
1.4453817652134497,0.04773548147892127,15
1.2237008271197904,0.6723012271798557,15
-0.22102341100271744,1.5145731965285394,15
0.8062583944206594,-0.29252571774831393,15
0.5885698125821286,0.6419818023035727,15
1.5557493239738511,-1.2105937413268486,16
0.1342245229124901,1.0596869273002527,16
-0.636786919144019,3.977981197033891,17
2.3878573272954657,0.37540213226726654,17
2.1616183636967508,-2.251269324466354,17
1.6007413772277326,-1.1219387334014237,17
-0.6580077827986271,1.610357698465298,17
2.5819257233479522,-1.781454494816024,17
1.786411233358478,-1.2618776382765429,18
2.6700018609838607,-1.9894329959829626,18
1.6333908329482127,-0.021962557638042304,18
-1.8468203230496218,3.7279867903427886,18
0.18569886492299673,1.5179266031186232,18
1.4115785106327765,-0.45741372184072276,18
0.9514527962372631,0.34133142052585086,19
0.9055647092490507,0.20599744625143795,19
2.073266407074199,-2.13988949776389,19
1.225484670342421,-0.9695219945102169,19
1.491833738254197,-1.6144582555645004,19
0.9149770180559174,-0.04603059973848471,19
0.4530399846311731,0.5445473219998389,19
-0.19924087282951503,1.4415913883078657,19
0.15560242764485152,1.4746089184398514,20
-1.2411136352305439,3.357065849357629,20
0.1701976615070988,1.0878892978382355,20
2.795536715567069,-2.449705233166101,20
1.291701316604928,0.4779432958051814,20
1.6133490567436606,-1.2920939231785564,20
-0.6385594787145636,2.0989328866779555,21
-1.895273767415192,3.9103393980442234,21
0.1374336788768292,1.1303214836751019,1
0.012346105775305276,1.5313403051440995,1
0.129104338363018,1.9643408654878838,1
-0.18389795215747506,1.982122308921519,1
-1.8255589350625838,4.358244093236788,1
1.5717973987576883,-1.156598623501181,1
1.7947383557464465,-1.1186889042353538,1
1.6041718092548398,-0.3558866504851731,2
-2.1969281482246155,5.079010176916813,2
1.0381677680831989,0.4138082671032007,2
0.4343267010219192,0.886286753987519,2
0.9198814668423232,0.29740073278255447,2
-0.00010983878103759579,1.6003787519082837,2
0.5973432432853931,0.7575137843145067,2
-2.1125245481679418,4.02522117648091,2
1.1242461700585993,-0.8053293189147659,2
-0.24089335774759268,1.1261884328867553,2
0.34202717621441053,0.9010048743507519,3
0.6963066850794627,0.7714099975349988,3
-0.48720322803743676,2.0562301384297337,3
0.936327862218053,-0.2835031887584058,3
-2.6577684221423494,5.248659145308033,4
1.8919152533968582,-1.8230431493453452,4
1.6137407103504453,-0.313140699219851,4
-0.1510728191952374,0.6442506851605934,5
-1.733268596766594,3.5867730721763844,5
-0.5722553814869877,2.25937087826635,5
0.09407925529251877,1.3552598338215436,6
-0.24977560917751954,2.0169541673283775,6
1.0134942194361947,-0.3032377603358463,7
2.132747120119333,-1.570689851262998,7
-1.8331379902599676,4.844660933833897,7
-0.0836631312726487,0.9712684728233848,7
0.7740920127702822,-0.725545585305698,7
0.8258602116197098,-0.17913089544263755,8
0.17784919331904525,0.980672814730323,8
